Time,Distance,Pant,Ppost,LongAcc,LatAcc,LoggerTemp,Battery,RPM,TPS1,TPS2,MAP1,MAP2,DFARF,DMAP,EFI_AE,EFI_DE,WHEELSPD,DRAXSSPD,SLIP,OSASLIP,TEROGBASE,TEROG,SABASE,SA,NTK1,NTK2,KFUELLEARN,CLC1,CLC2,GEARSHIFTT,OILPRESS,FUELPRESS,BATTVOLTDI,BATTVOLTKE,WATERTEMP,OILTEMP,FUELTEMP,AIRTEMP01,AIRTEMP02,KFUELCAL,FUELUSED,FUELLEFT,GPS_Speed,GPS_Nsat,GPS_LatAcc,GPS_LonAcc,GPS_Slope,GPS_Heading,GPS_Gyro,GPS_Latitude,GPS_Longitude,GPS_Elevation
0.000,0.000,-0.159180,0.000000,-0.251500,0.017507,30.683014,13.539001,6384.959961,99.999985,0.000000,1.690460,1.698380,0.000000,0.000000,0.000000,0.000000,169.352005,0.000000,0.000000,0.000000,15999.200195,15999.200195,29.000000,29.000000,0.775469,0.793125,0.000000,0.000000,0.000000,0.000000,4.454600,4.629880,0.000000,13.454996,80.748238,112.980400,54.627453,55.254906,-10.000000,1.000000,3055.629883,0.000000,158.008011,10.000000,0.096389,0.203038,-0.377946,22.653559,1.316334,43.960866865281,12.683413821995,15.35
0.100,0.004,-0.182617,-0.012695,-0.268357,0.004387,30.683014,13.518677,6453.660156,99.999985,0.000000,1.675240,1.676200,0.000000,0.000000,0.000000,0.000000,169.811996,0.000000,0.000000,0.000000,16219.000000,16219.000000,29.000000,29.000000,0.783281,0.806719,0.000000,0.000000,0.000000,0.000000,4.520140,4.624120,0.000000,13.418082,80.898827,112.898834,54.627453,55.254906,-10.000000,1.000000,3056.389893,0.000000,158.860001,10.000000,0.076836,0.225396,-0.377946,22.773649,1.045439,43.960904371779,12.683435659608,15.33
0.200,0.009,-0.152832,-0.048828,-0.188066,-0.012820,30.683014,13.515821,6461.040039,99.999985,0.000000,1.691180,1.689700,0.000000,0.000000,0.000000,0.000000,171.063995,0.000000,0.000000,0.000000,15941.799805,15941.799805,29.000000,29.000000,0.789063,0.808438,0.000000,0.000000,0.000000,0.000000,4.484360,4.626760,0.000000,13.516870,80.585098,112.585106,54.627453,55.254906,-10.000000,1.000000,3057.889893,0.000000,159.886002,9.480000,0.046805,0.251029,-0.376457,22.864864,0.626034,43.960942192162,12.683457647708,15.30
0.300,0.013,-0.183594,-0.036133,-0.049762,-0.023746,30.683014,13.507690,6455.240234,77.364693,0.000000,1.474880,1.474880,0.000000,0.000000,0.000000,0.000000,171.320007,0.000000,0.000000,0.000000,13797.000000,13797.000000,27.570000,27.570000,0.785000,0.794844,0.000000,0.000000,0.000000,0.000000,4.542720,4.523200,0.000000,13.515113,80.271378,112.352943,54.627453,55.173336,-10.000000,1.000000,3059.000000,0.000000,160.959991,8.000000,0.010949,0.273093,-0.372217,22.907263,0.115873,43.960979930532,12.683479520312,15.28
0.400,0.018,-0.213379,0.000000,0.019235,-0.024815,30.683014,13.507690,6203.839844,13.043136,0.000000,0.734900,0.734900,16.120001,0.000000,0.000000,0.000000,168.865997,0.000000,0.000000,0.000000,6493.200195,6493.200195,23.110001,23.110001,0.775469,0.785000,0.000000,0.000000,0.000000,0.000000,4.607780,4.117280,0.000000,13.722182,79.957649,112.352943,54.627453,54.859612,-10.000000,1.000000,3059.000000,0.000000,162.063995,8.520000,-0.022395,0.285215,-0.370727,22.895346,-0.357620,43.961017701460,12.683501330007,15.27
0.500,0.022,-0.188965,0.000000,-0.003169,-0.015535,30.683014,13.507690,5783.080078,35.662739,0.000000,0.665300,0.665300,60.959999,5.460000,29.900000,0.000000,168.251999,0.000000,0.000000,0.000000,5808.600098,5838.500000,23.820000,23.820000,0.771094,0.765312,0.000000,0.000000,0.000000,0.000000,4.469180,3.872800,0.000000,13.867729,79.807060,112.434509,54.627453,54.709023,-10.000000,1.000000,3059.129883,0.000000,163.360001,10.000000,-0.043771,0.283672,-0.366487,22.843552,-0.624847,43.961055795269,12.683523243518,15.28
0.600,0.027,-0.158203,0.000000,-0.048235,-0.010891,30.683014,13.510547,5502.779785,99.419594,0.000000,1.622340,1.622340,42.919998,15.540000,85.099998,0.000000,169.050003,0.000000,0.000000,0.000000,15206.799805,15291.900391,28.870001,28.870001,0.817344,0.823438,0.000000,0.000000,0.000000,0.000000,4.237920,4.560060,0.000000,13.708823,80.120789,112.748238,54.627453,55.022747,-10.000000,1.000000,3059.629883,0.000000,164.308014,10.000000,-0.052592,0.273118,-0.364998,22.771816,-0.709645,43.961094719781,12.683545559984,15.24
0.700,0.032,-0.134766,0.000000,-0.106740,-0.013690,30.683014,13.518677,5332.740234,99.999985,0.000000,1.708720,1.707940,0.000000,0.000000,0.000000,0.000000,172.070007,0.000000,0.000000,0.000000,16468.199219,16468.199219,28.500000,28.500000,0.990625,1.012031,0.000000,0.000000,0.000000,0.000000,4.139980,4.761500,0.000000,13.552730,80.516083,113.143539,54.627453,55.336475,-10.000000,1.000000,3060.129883,0.000000,165.108002,10.000000,-0.051878,0.259900,-0.359268,22.694582,-0.679851,43.961133891345,12.683567968098,15.21
0.800,0.036,-0.170898,0.000000,-0.187132,-0.006683,30.683014,13.518677,5372.120117,99.999985,0.000000,1.726820,1.724600,0.000000,0.000000,0.000000,0.000000,175.296005,0.000000,0.000000,0.000000,16501.800781,16501.800781,28.565001,28.565001,0.864844,0.880469,0.000000,0.000000,0.000000,0.000000,4.216100,4.758860,0.000000,13.571011,81.143532,113.770988,54.627453,55.650200,-10.000000,1.000000,3060.629883,0.000000,165.934006,10.000000,-0.044510,0.248480,-0.355028,22.631786,-0.559301,43.961172898237,12.683590256664,15.18
0.900,0.041,-0.158203,-0.031738,-0.234325,0.000544,30.683014,13.518677,5384.379883,99.999985,0.000000,1.732000,1.732000,0.000000,0.000000,0.000000,0.000000,174.895996,0.000000,0.000000,0.000000,16431.800781,16431.800781,28.684999,28.684999,0.831875,0.843437,0.000000,0.000000,0.000000,0.000000,4.234540,4.785020,0.000000,13.627612,81.363144,114.235298,54.627453,55.800785,-10.000000,1.000000,3061.260010,0.000000,166.808014,10.260000,-0.034645,0.242986,-0.355028,22.588930,-0.421791,43.961211863589,12.683612504262,15.16
