Time,Distance,AccelerometerY,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,-0.216480,3437.077148,23.227001,-0.651509,-0.007839
0.020,0.000,-0.251969,3577.452637,23.157001,-0.679169,-0.037793
0.040,0.000,-0.286419,3606.416260,23.087002,-0.684918,-0.042165
0.060,0.000,-0.319100,3953.023438,23.017002,-0.688232,-0.043695
0.080,0.001,-0.350965,4301.047852,22.947001,-0.691546,-0.045224
0.100,0.001,-0.382321,4534.794434,22.877001,-0.694860,-0.046754
0.120,0.001,-0.412292,4575.859375,22.807001,-0.698174,-0.048283
0.140,0.001,-0.440489,4663.801270,22.836000,-0.680495,-0.034441
0.160,0.001,-0.466816,4780.244141,22.876001,-0.660483,-0.018890
0.180,0.001,-0.490658,4601.669922,22.916000,-0.640471,-0.003339
0.200,0.001,-0.511561,4431.471191,22.955999,-0.620459,0.012211
0.220,0.001,-0.529528,4002.049805,22.996000,-0.600447,0.027762
0.240,0.002,-0.544615,3824.478760,23.054001,-0.587318,0.033217
0.260,0.002,-0.557354,3809.845703,23.114000,-0.574954,0.037551
0.280,0.002,-0.568700,3809.845703,23.174000,-0.562590,0.041885
0.300,0.002,-0.578594,3003.897949,23.234001,-0.550226,0.046219
0.320,0.002,-0.586291,3085.740967,23.294001,-0.537862,0.050553
0.340,0.002,-0.592423,3833.061035,23.318001,-0.542132,0.054772
0.360,0.002,-0.598031,4026.188721,23.338001,-0.548250,0.058978
0.380,0.002,-0.602651,4250.747559,23.358000,-0.554369,0.063184
0.400,0.003,-0.606246,4353.131348,23.378000,-0.560487,0.067391
0.420,0.003,-0.610201,4340.823242,23.397999,-0.566605,0.071597
0.440,0.003,-0.614445,4335.329590,23.417999,-0.569741,0.087046
0.460,0.003,-0.617118,4335.695801,23.438000,-0.572545,0.103744
0.480,0.003,-0.617672,4297.656250,23.458000,-0.575349,0.120441
0.500,0.003,-0.617454,4234.666016,23.478001,-0.578153,0.137139
