Time,Distance,AccelerometerY,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,-0.126229,4351.459473,26.289999,-0.498769,0.116662
0.020,0.000,-0.173360,4345.448242,26.410000,-0.517123,0.098435
0.040,0.000,-0.214007,4304.566895,26.495001,-0.538633,0.079665
0.060,0.000,-0.254175,4281.836914,26.475000,-0.569607,0.059271
0.080,0.001,-0.296236,4280.841797,26.455000,-0.600581,0.038877
0.100,0.001,-0.338188,4322.520020,26.435001,-0.631555,0.018483
0.120,0.001,-0.378895,4363.042969,26.415001,-0.662529,-0.001912
0.140,0.001,-0.418466,4376.259277,26.395002,-0.692833,-0.018769
0.160,0.001,-0.456747,4381.155273,26.375002,-0.721130,-0.025015
0.180,0.001,-0.493877,4384.777832,26.355001,-0.749427,-0.031261
0.200,0.001,-0.530106,4353.131348,26.335001,-0.777725,-0.037506
0.220,0.002,-0.564856,4341.467773,26.315001,-0.806022,-0.043752
0.240,0.002,-0.597827,4342.064941,26.295002,-0.828965,-0.047640
0.260,0.002,-0.629598,4342.860840,26.275002,-0.835848,-0.044453
0.280,0.002,-0.659856,4335.257813,26.255001,-0.842732,-0.041266
0.300,0.002,-0.687349,4339.636719,26.235001,-0.849615,-0.038080
0.320,0.002,-0.712037,4348.076172,26.215000,-0.856498,-0.034893
0.340,0.002,-0.735634,4356.276367,26.195002,-0.858537,-0.031643
0.360,0.003,-0.759317,4361.211914,26.175001,-0.846046,-0.028201
0.380,0.003,-0.781315,4359.380859,26.155001,-0.833554,-0.024760
0.400,0.003,-0.798560,4367.421875,26.135000,-0.821063,-0.021318
0.420,0.003,-0.810565,4392.500488,26.115000,-0.808571,-0.017877
0.440,0.003,-0.819193,4401.297852,26.095001,-0.791045,-0.015136
0.460,0.003,-0.825553,4404.562012,26.075001,-0.758414,-0.014499
0.480,0.003,-0.829592,4406.751465,26.055000,-0.725783,-0.013862
0.500,0.004,-0.831522,4391.027344,26.035000,-0.693152,-0.013224
0.520,0.004,-0.831702,4365.352051,26.014999,-0.660521,-0.012587
0.540,0.004,-0.829760,4364.595703,26.004999,-0.623110,-0.012842
0.560,0.004,-0.825053,4380.956543,26.025000,-0.571360,-0.015774
0.580,0.004,-0.817410,4388.082031,26.045000,-0.519609,-0.018705
0.600,0.004,-0.806582,4394.092773,26.065001,-0.467858,-0.021637
0.620,0.005,-0.791930,4434.337891,26.085001,-0.416108,-0.024569
0.640,0.005,-0.773114,4491.142090,26.080000,-0.361649,-0.026863
0.660,0.005,-0.750145,4491.778809,26.000000,-0.299063,-0.027245
0.680,0.005,-0.723149,4479.398926,25.920000,-0.236478,-0.027628
0.700,0.005,-0.693158,4462.799805,25.840000,-0.173893,-0.028010
0.720,0.005,-0.661002,4470.044434,25.760000,-0.111308,-0.028393
0.740,0.005,-0.623977,4478.085449,25.705000,-0.049488,-0.026831
0.760,0.006,-0.578704,4487.479980,25.725000,0.010038,-0.019438
0.780,0.006,-0.528432,4517.255371,25.745001,0.069564,-0.012045
0.800,0.006,-0.479784,4535.526855,25.765001,0.129090,-0.004652
0.820,0.006,-0.433310,4554.077148,25.785002,0.188616,0.002741
0.840,0.006,-0.385059,4554.315918,25.810001,0.243872,0.010548
0.860,0.006,-0.333906,4544.005859,25.850000,0.286317,0.019598
0.880,0.006,-0.281574,4525.774414,25.890001,0.328763,0.028648
0.900,0.007,-0.228793,4530.710449,25.930000,0.371209,0.037698
