Time,Distance,AccelerometerY,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,0.075066,4588.947754,26.068501,-0.355505,0.003601
0.020,0.000,0.034089,4582.092773,26.038500,-0.376027,-0.000860
0.040,0.000,-0.007324,4446.406738,26.008501,-0.396548,-0.005321
0.060,0.000,-0.049370,4342.940918,25.978500,-0.417070,-0.009783
0.080,0.001,-0.091184,4339.397949,25.948502,-0.437382,-0.014238
0.100,0.001,-0.131646,4269.728027,25.918501,-0.453697,-0.018571
0.120,0.001,-0.170224,4161.771484,25.888500,-0.470013,-0.022905
0.140,0.001,-0.207211,2919.196533,25.858501,-0.486328,-0.027239
0.160,0.001,-0.243435,2230.894043,25.828501,-0.502643,-0.031573
0.180,0.001,-0.278534,4360.375977,25.801001,-0.518691,-0.035913
0.200,0.001,-0.310771,4369.914063,25.821001,-0.529653,-0.040374
0.220,0.002,-0.341189,4347.088867,25.841000,-0.540615,-0.044835
0.240,0.002,-0.373773,4290.610840,25.861000,-0.551577,-0.049297
0.260,0.002,-0.407646,4247.937500,25.881001,-0.562539,-0.053758
0.280,0.002,-0.436494,4221.426270,25.896000,-0.572870,-0.058270
0.300,0.002,-0.458405,4215.446777,25.816000,-0.571213,-0.063751
0.320,0.002,-0.477338,4226.314453,25.736000,-0.569556,-0.069232
0.340,0.002,-0.495630,4243.343750,25.656000,-0.567899,-0.074713
0.360,0.003,-0.512721,4248.486816,25.576000,-0.566242,-0.080194
0.380,0.003,-0.528186,4259.282227,25.497000,-0.564043,-0.085497
0.400,0.003,-0.541895,4245.166992,25.437000,-0.551552,-0.087409
0.420,0.003,-0.553868,4229.244141,25.377001,-0.539060,-0.089321
0.440,0.003,-0.564528,4215.606445,25.317001,-0.526569,-0.091233
0.460,0.003,-0.574158,4187.812988,25.257000,-0.514077,-0.093145
0.480,0.003,-0.582838,4159.534180,25.196001,-0.501452,-0.094929
0.500,0.004,-0.590299,4155.895996,25.116001,-0.486283,-0.094292
0.520,0.004,-0.595789,4195.041992,25.036001,-0.471115,-0.093654
0.540,0.004,-0.599186,4232.158203,24.956001,-0.455947,-0.093017
0.560,0.004,-0.601194,4238.574707,24.876001,-0.440779,-0.092380
0.580,0.004,-0.602094,4229.172363,24.797001,-0.424896,-0.092087
