Time,Distance,AccelerometerY,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,-0.313612,3884.197266,24.155001,-0.654957,0.093215
0.020,0.000,-0.337092,3945.762695,24.211000,-0.659310,0.090659
0.040,0.000,-0.359842,3999.820557,24.231001,-0.652937,0.087473
0.060,0.000,-0.381627,4094.831787,24.251001,-0.646564,0.084286
0.080,0.001,-0.402276,4234.498535,24.271002,-0.640190,0.081099
0.100,0.001,-0.422425,4293.898438,24.291000,-0.633817,0.077913
0.120,0.001,-0.443691,4347.669922,24.322001,-0.620854,0.072974
0.140,0.001,-0.468741,4402.173828,24.362001,-0.602499,0.066600
0.160,0.001,-0.498135,4339.310547,24.402000,-0.584144,0.060227
0.180,0.001,-0.528226,4244.585449,24.441999,-0.565789,0.053854
0.200,0.001,-0.555542,4148.539551,24.482000,-0.547435,0.047481
0.220,0.001,-0.580462,4061.648926,24.511000,-0.543101,0.037883
0.240,0.002,-0.604711,4039.635498,24.531000,-0.550239,0.025646
0.260,0.002,-0.628543,4061.473633,24.551001,-0.557377,0.013409
0.280,0.002,-0.651143,4088.144287,24.571001,-0.564515,0.001173
0.300,0.002,-0.671943,4097.889160,24.591000,-0.571653,-0.011064
0.320,0.002,-0.691192,4131.868164,24.572500,-0.583908,-0.021758
0.340,0.002,-0.709423,4183.314941,24.522501,-0.600351,-0.031190
0.360,0.002,-0.726600,4203.361816,24.472500,-0.616794,-0.040623
0.380,0.003,-0.742230,4209.890137,24.422501,-0.633237,-0.050055
0.400,0.003,-0.756143,4170.273926,24.372499,-0.649680,-0.059488
0.420,0.003,-0.768575,4130.196289,24.322500,-0.647195,-0.065555
0.440,0.003,-0.779617,4096.272949,24.272501,-0.629222,-0.068869
0.460,0.003,-0.789091,4097.602539,24.222500,-0.611250,-0.072183
0.480,0.003,-0.796680,4136.724609,24.172501,-0.593277,-0.075497
0.500,0.003,-0.802081,4150.912109,24.122499,-0.575305,-0.078811
0.520,0.004,-0.805567,4164.136230,24.078001,-0.532655,-0.082826
0.540,0.004,-0.807733,4181.786133,24.038000,-0.469815,-0.087415
0.560,0.004,-0.808197,4186.061523,23.997999,-0.406975,-0.092004
0.580,0.004,-0.805679,4172.113281,23.958000,-0.344135,-0.096592
0.600,0.004,-0.799570,4164.645508,23.917999,-0.281295,-0.101181
0.620,0.004,-0.790140,4168.116699,23.844999,-0.210253,-0.106751
0.640,0.004,-0.777155,4188.258789,23.744999,-0.132499,-0.113125
0.660,0.004,-0.759511,4183.163574,23.645000,-0.054746,-0.119498
0.680,0.005,-0.736618,4169.541504,23.545000,0.023007,-0.125871
0.700,0.005,-0.709183,4172.670410,23.445000,0.100761,-0.132244
0.720,0.005,-0.678184,4162.375977,23.355999,0.157132,-0.131046
0.740,0.005,-0.643985,4156.580566,23.275999,0.196009,-0.123653
0.760,0.005,-0.606694,4165.529297,23.195999,0.234885,-0.116260
0.780,0.005,-0.566623,4168.960449,23.115999,0.273762,-0.108867
0.800,0.005,-0.524589,4200.416016,23.035999,0.312639,-0.101474
0.820,0.005,-0.481909,4233.192871,22.967001,0.318145,-0.086650
0.840,0.006,-0.439271,4241.878906,22.907000,0.296349,-0.065746
0.860,0.006,-0.396747,4234.665527,22.847000,0.274552,-0.044842
0.880,0.006,-0.355590,4224.929199,22.787001,0.252756,-0.023938
0.900,0.006,-0.316379,4138.261230,22.727001,0.230959,-0.003034
0.920,0.006,-0.276047,4044.117920,22.733000,0.194651,0.018291
0.940,0.006,-0.232817,4017.041260,22.793001,0.146470,0.039960
0.960,0.006,-0.191077,4033.720215,22.853001,0.098288,0.061629
0.980,0.006,-0.154677,4061.632813,22.913000,0.050106,0.083298
1.000,0.007,-0.120726,4059.332031,22.973000,0.001925,0.104967
1.020,0.007,-0.085255,4048.345215,23.077000,-0.031184,0.118504
1.040,0.007,-0.048634,4047.119141,23.217001,-0.051961,0.125387
1.060,0.007,-0.012341,4088.948486,23.357000,-0.072737,0.132270
1.080,0.007,0.024466,4139.750000,23.497000,-0.093514,0.139153
1.100,0.007,0.063476,4158.315918,23.637001,-0.114291,0.146036
1.120,0.007,0.104938,4205.335938,23.744001,-0.114106,0.140791
1.140,0.008,0.147914,4235.445801,23.824001,-0.096771,0.125623
1.160,0.008,0.191928,4224.260254,23.904001,-0.079436,0.110455
1.180,0.008,0.237224,4232.580078,23.984001,-0.062101,0.095286
1.200,0.008,0.283644,4243.900879,24.064001,-0.044765,0.080118
1.220,0.008,0.330626,4224.809570,24.089001,-0.026799,0.063898
1.240,0.008,0.377426,4192.112305,24.069000,-0.008317,0.046818
1.260,0.008,0.422232,4105.978027,24.049000,0.010165,0.029738
1.280,0.008,0.464004,4000.696289,24.028999,0.028648,0.012657
1.300,0.009,0.505147,3987.122070,24.009001,0.047130,-0.004423
1.320,0.009,0.546966,3978.858154,23.989000,0.059373,-0.014843
1.340,0.009,0.584734,3959.273193,23.969000,0.066511,-0.019814
1.360,0.009,0.613769,3978.444336,23.948999,0.073649,-0.024785
1.380,0.009,0.635925,3975.904541,23.928999,0.080787,-0.029756
1.400,0.009,0.654894,3962.863770,23.909000,0.087925,-0.034728
1.420,0.009,0.670828,3986.684326,23.889000,0.096816,-0.035703
1.440,0.010,0.682686,4084.378662,23.868999,0.107140,-0.033408
1.460,0.010,0.690894,4189.962402,23.849001,0.117465,-0.031114
1.480,0.010,0.696225,4291.605469,23.829000,0.127790,-0.028820
1.500,0.010,0.698827,4447.808105,23.809002,0.138114,-0.026525
1.520,0.010,0.698777,4441.550781,23.811001,0.159516,-0.025212
1.540,0.010,0.696438,4364.778809,23.831001,0.189980,-0.024702
1.560,0.010,0.692213,4279.703125,23.851000,0.220444,-0.024193
1.580,0.010,0.686263,4160.656738,23.871000,0.250908,-0.023683
