Time,Distance,AccelerometerY,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,-0.364328,3845.592285,23.845001,-0.665046,0.187277
0.020,0.000,-0.396041,3893.360840,23.905001,-0.648476,0.174403
0.040,0.000,-0.426141,4089.211182,23.965000,-0.631905,0.161530
0.060,0.000,-0.453656,4292.505371,24.025002,-0.615335,0.148656
0.080,0.001,-0.478297,4414.036133,24.085001,-0.598764,0.135782
0.100,0.001,-0.500394,4456.868164,24.175001,-0.582098,0.124820
0.120,0.001,-0.519992,4392.062500,24.275000,-0.565401,0.114495
0.140,0.001,-0.536866,4265.476563,24.375000,-0.548703,0.104171
0.160,0.001,-0.550736,4204.770996,24.475000,-0.532005,0.093846
0.180,0.001,-0.561375,4098.525879,24.575001,-0.515307,0.083521
0.200,0.001,-0.569010,4024.007324,24.630001,-0.505875,0.077212
0.220,0.001,-0.574114,4014.771973,24.670000,-0.498864,0.072241
0.240,0.002,-0.577039,4115.722656,24.710001,-0.491854,0.067270
0.260,0.002,-0.578225,4305.522461,24.750000,-0.484843,0.062298
0.280,0.002,-0.577967,4401.098633,24.790001,-0.477832,0.057327
0.300,0.002,-0.576258,4426.296875,24.815001,-0.469388,0.057423
0.320,0.002,-0.573284,4396.202637,24.835001,-0.460465,0.059207
0.340,0.002,-0.569365,4313.443848,24.855000,-0.451543,0.060992
0.360,0.002,-0.564713,4269.536621,24.875000,-0.442620,0.062776
0.380,0.003,-0.559634,4242.906250,24.895000,-0.433698,0.064561
0.400,0.003,-0.554427,4289.520020,24.945000,-0.415120,0.065772
0.420,0.003,-0.549416,4343.816406,25.004999,-0.393323,0.066792
0.440,0.003,-0.545060,4396.003418,25.065001,-0.371527,0.067811
0.460,0.003,-0.541513,4442.060059,25.125000,-0.349731,0.068831
0.480,0.003,-0.538549,4452.967285,25.185001,-0.327934,0.069851
0.500,0.003,-0.535936,3438.605957,25.245001,-0.295048,0.062745
0.520,0.004,-0.533561,2424.324219,25.305000,-0.258466,0.052930
0.540,0.004,-0.531293,3168.276855,25.365000,-0.221884,0.043115
0.560,0.004,-0.528505,4141.995117,25.424999,-0.185301,0.033300
0.580,0.004,-0.524181,4361.849121,25.485001,-0.148719,0.023485
0.600,0.004,-0.518121,4382.667969,25.485001,-0.108695,0.010612
0.620,0.004,-0.510911,4420.086914,25.465000,-0.067524,-0.003282
0.640,0.004,-0.502228,4469.526855,25.445000,-0.026353,-0.017176
0.660,0.005,-0.490878,4500.854980,25.424999,0.014818,-0.031069
0.680,0.005,-0.476745,4535.725586,25.404999,0.055989,-0.044963
0.700,0.005,-0.460564,4556.903320,25.355000,0.079761,-0.042987
0.720,0.005,-0.442157,4555.629883,25.295000,0.097734,-0.035722
0.740,0.005,-0.421257,4520.599609,25.235001,0.115706,-0.028456
0.760,0.005,-0.398680,4480.354492,25.174999,0.133679,-0.021191
0.780,0.005,-0.374814,4468.730469,25.115000,0.151651,-0.013925
0.800,0.006,-0.349234,4488.992676,25.115000,0.141996,0.007393
0.820,0.006,-0.322141,4510.409180,25.135000,0.123131,0.033396
0.840,0.006,-0.293744,4572.428223,25.155001,0.104266,0.059399
0.860,0.006,-0.263434,4636.159180,25.175001,0.085401,0.085401
0.880,0.006,-0.230899,4661.675293,25.195002,0.066537,0.111404
0.900,0.006,-0.196931,4640.975586,25.320000,0.038877,0.132053
0.920,0.006,-0.162718,4631.342285,25.480000,0.008285,0.150918
0.940,0.007,-0.126935,4599.416992,25.639999,-0.022306,0.169783
0.960,0.007,-0.085084,4562.316895,25.799999,-0.052898,0.188648
0.980,0.007,-0.036517,4561.918945,25.959999,-0.083489,0.207512
1.000,0.007,0.012247,4566.416992,26.120001,-0.096395,0.208787
1.020,0.007,0.056634,4577.722168,26.280001,-0.103405,0.204198
1.040,0.007,0.099364,4593.605469,26.440001,-0.110416,0.199610
1.060,0.007,0.143948,4589.942871,26.600000,-0.117427,0.195021
1.080,0.008,0.190438,4584.728516,26.760000,-0.124437,0.190432
1.100,0.008,0.237742,4594.719727,26.875002,-0.105158,0.169592
1.120,0.008,0.285395,4604.671387,26.975000,-0.077116,0.143334
1.140,0.008,0.333785,4615.976563,27.075001,-0.049074,0.117076
1.160,0.008,0.383236,4613.548340,27.175001,-0.021031,0.090819
1.180,0.008,0.432492,4603.596680,27.275002,0.007011,0.064561
1.200,0.008,0.479852,4556.346191,27.270000,0.043944,0.034671
1.220,0.009,0.525176,4524.420898,27.230001,0.083840,0.003569
1.240,0.009,0.568864,4530.312012,27.190001,0.123736,-0.027532
