Time,Distance,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,3016.417969,21.941999,0.652440,0.031146
0.050,0.000,3060.707520,21.928999,0.630121,0.044817
0.100,0.001,3041.658691,21.979000,0.575949,0.079232
0.150,0.001,3129.646240,22.145000,0.497195,0.119377
0.200,0.001,3152.186768,22.395000,0.400640,0.163671
0.250,0.002,3110.245117,22.790001,0.332918,0.187265
0.300,0.002,3172.861816,23.290001,0.286075,0.195869
0.350,0.002,3232.512207,23.615999,0.275457,0.182109
0.400,0.003,3262.216064,23.816000,0.291072,0.152155
0.450,0.003,3343.941406,24.045000,0.306686,0.118134
0.500,0.003,3348.780029,24.295000,0.322301,0.081170
0.550,0.004,3391.599854,24.428999,0.322205,0.052337
0.600,0.004,3437.083496,24.479000,0.310733,0.029393
0.650,0.004,3451.696045,24.558001,0.295195,0.033249
0.700,0.005,3501.808594,24.658001,0.276713,0.056512
0.750,0.005,3547.156006,24.758001,0.260633,0.096223
0.800,0.005,3584.864502,24.858000,0.246293,0.147846
0.850,0.006,3645.110107,25.160999,0.237498,0.191152
0.900,0.006,3705.425537,25.611000,0.232718,0.228436
0.950,0.006,3743.516357,26.032001,0.229972,0.247791
1.000,0.007,3801.011719,26.432001,0.228697,0.254164
1.050,0.007,3886.834229,26.890001,0.216333,0.252405
1.100,0.007,3959.743652,27.390001,0.195939,0.244758
1.150,0.008,4002.709717,27.803001,0.157986,0.240252
1.200,0.008,4069.583496,28.153002,0.107319,0.238021
1.250,0.009,4188.598145,28.561001,0.066817,0.246880
1.300,0.009,4273.758789,29.011002,0.033676,0.263769
1.350,0.009,4343.312988,29.519001,0.028814,0.283245
1.400,0.010,4455.124512,30.069000,0.044428,0.304596
1.450,0.010,4532.995605,30.677000,0.074643,0.312639
1.500,0.011,4597.810547,31.327000,0.115432,0.311045
1.550,0.011,4692.452637,31.861000,0.141989,0.291524
1.600,0.012,4759.475586,32.311001,0.158241,0.259021
1.650,0.012,4737.114258,32.674000,0.153053,0.224484
1.700,0.013,4678.102539,32.974003,0.132340,0.188476
1.750,0.013,4650.895996,33.274002,0.097396,0.150988
1.800,0.014,4635.841797,33.574001,0.052146,0.112430
1.850,0.014,4572.410156,33.757999,0.002091,0.066849
1.900,0.014,4512.044434,33.858002,-0.051445,0.016182
1.950,0.015,4714.011719,33.813004,-0.100914,-0.031159
2.000,0.015,4845.956543,33.663002,-0.147438,-0.076090
2.050,0.016,4652.057129,33.484001,-0.185091,-0.104757
2.100,0.016,4462.830078,33.284000,-0.216320,-0.121646
2.150,0.017,4601.714844,33.055000,-0.229990,-0.129109
2.200,0.017,4714.500488,32.805000,-0.230946,-0.129746
2.250,0.018,4534.535156,32.613003,-0.216192,-0.134265
2.300,0.018,4367.868652,32.463001,-0.190062,-0.141594
2.350,0.019,4500.315430,32.168003,-0.165226,-0.154283
2.400,0.019,4586.713379,31.768002,-0.141326,-0.170853
2.450,0.019,4442.886230,31.455000,-0.130364,-0.184836
2.500,0.020,4243.320313,31.205000,-0.128771,-0.196945
2.550,0.020,4203.310547,30.868000,-0.124590,-0.201477
2.600,0.021,4292.974121,30.468000,-0.118535,-0.200521
2.650,0.021,4252.528809,30.097000,-0.116547,-0.185333
2.700,0.022,4076.074951,29.747000,-0.117503,-0.159840
2.750,0.022,3925.833252,29.484001,-0.143410,-0.130836
2.800,0.022,3982.853027,29.284000,-0.187385,-0.099288
2.850,0.023,4122.679199,29.171001,-0.243005,-0.081603
2.900,0.023,4100.437988,29.121000,-0.307056,-0.073955
2.950,0.024,4006.876709,29.013000,-0.349667,-0.079245
3.000,0.024,3912.248291,28.863001,-0.376753,-0.093903
3.050,0.024,3799.758057,28.626001,-0.375931,-0.104680
3.100,0.025,3663.074463,28.326000,-0.354899,-0.112647
3.150,0.025,3775.634521,28.113001,-0.331835,-0.114329
3.200,0.026,3986.015625,27.962999,-0.307298,-0.111461
3.250,0.026,4023.973389,27.841999,-0.301798,-0.113583
3.300,0.026,3977.934570,27.742001,-0.310083,-0.119319
3.350,0.027,3909.880371,27.497000,-0.345167,-0.136145
3.400,0.027,3783.556152,27.146999,-0.399659,-0.161000
3.450,0.027,3613.593750,26.826000,-0.460249,-0.173842
3.500,0.028,3436.990479,26.525999,-0.525256,-0.177985
3.550,0.028,3283.399902,26.226000,-0.563093,-0.153110
3.600,0.029,3558.506104,25.926001,-0.581257,-0.107223
3.650,0.029,4157.431152,25.771002,-0.564674,-0.053758
3.700,0.029,4303.539551,25.721001,-0.522929,0.005194
3.750,0.030,3928.343994,25.816000,-0.464736,0.046404
3.800,0.030,3626.473633,26.016001,-0.394630,0.074764
3.850,0.030,3574.202637,26.158001,-0.317132,0.088894
3.900,0.031,3615.878418,26.258001,-0.234280,0.092718
3.950,0.031,3714.417969,26.387001,-0.141262,0.093400
4.000,0.031,3873.030029,26.537001,-0.040884,0.091806
4.050,0.032,4015.619629,26.716000,0.076498,0.081157
