Time,Distance,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,5947.788086,29.966002,0.387352,0.469095
0.050,0.000,5889.744141,30.866001,0.512905,0.562144
0.100,0.001,6086.426758,31.951000,0.587522,0.547900
0.150,0.001,6194.687012,33.101002,0.644244,0.495958
0.200,0.002,6121.944336,33.955002,0.671490,0.382942
0.250,0.002,6031.635254,34.705002,0.688379,0.248467
0.300,0.003,5949.208008,35.011002,0.693241,0.131677
0.350,0.003,5958.469727,35.160999,0.693879,0.021102
0.400,0.004,6002.956055,35.052002,0.674001,-0.030993
0.450,0.004,6054.255859,34.852001,0.646914,-0.062540
0.500,0.005,6120.673828,34.726002,0.594361,-0.047869
0.550,0.005,6094.345215,34.626003,0.532859,-0.016959
0.600,0.006,6120.690430,34.674000,0.463576,0.010178
0.650,0.006,6245.354980,34.773998,0.391558,0.035990
0.700,0.007,6426.693848,34.874001,0.343594,0.043172
0.750,0.007,6513.879883,34.973999,0.304080,0.043810
0.800,0.008,6598.874512,35.092499,0.295692,0.057417
0.850,0.008,6723.216797,35.217499,0.298242,0.075580
0.900,0.009,6788.411133,35.342499,0.333568,0.134775
0.950,0.009,6828.866211,35.467499,0.380412,0.208386
1.000,0.010,6869.597656,35.944000,0.443290,0.299918
1.050,0.010,6830.276367,36.544003,0.511802,0.397747
1.100,0.011,6696.322754,37.366001,0.577013,0.459025
1.150,0.011,7049.416992,38.265999,0.641064,0.507462
1.200,0.012,7471.711914,39.202999,0.655595,0.489400
1.250,0.012,7529.121094,40.153000,0.652727,0.447974
1.300,0.013,7182.888184,40.844002,0.596802,0.352784
1.350,0.014,6912.041504,41.444004,0.522235,0.238703
1.400,0.014,6835.391113,41.674000,0.426681,0.110709
1.450,0.015,6750.126953,41.773998,0.323754,-0.022172
1.500,0.015,7045.928223,41.541000,0.248180,-0.127464
1.550,0.016,7173.686035,41.191002,0.182217,-0.223063
1.600,0.016,6991.425781,40.693001,0.149503,-0.279517
1.650,0.017,6881.822266,40.143002,0.128472,-0.322217
1.700,0.017,6807.862305,39.556000,0.106733,-0.340865
1.750,0.018,6660.423828,38.955997,0.084745,-0.351063
1.800,0.019,6534.518555,38.355999,0.017246,-0.350413
1.850,0.019,6416.241699,37.756001,-0.066243,-0.345951
1.900,0.020,6310.652344,37.156002,-0.184161,-0.335595
1.950,0.020,6230.855957,36.556000,-0.314174,-0.323167
2.000,0.021,6146.134277,36.030003,-0.397026,-0.309324
2.050,0.021,6041.671875,35.530003,-0.463308,-0.294985
2.100,0.022,5966.214844,35.030003,-0.420410,-0.302339
2.150,0.022,5874.070801,34.530003,-0.339151,-0.317316
2.200,0.023,5736.988281,33.919003,-0.210259,-0.348800
2.250,0.023,5628.521973,33.269001,-0.064631,-0.386084
2.300,0.023,5546.344238,32.582001,-0.035492,-0.380685
2.350,0.024,5437.106445,31.882002,-0.047283,-0.360291
2.400,0.024,5365.121582,31.256001,-0.148917,-0.288254
2.450,0.025,5346.628418,30.656000,-0.282117,-0.198073
2.500,0.025,5266.040039,30.462999,-0.391972,-0.097752
2.550,0.026,5189.761719,30.413000,-0.493625,0.006131
2.600,0.026,5181.464844,30.548000,-0.509444,0.044931
2.650,0.026,5136.423340,30.748001,-0.495104,0.060864
2.700,0.027,5040.032227,30.837000,-0.455768,-0.007858
2.750,0.027,4995.493164,30.886999,-0.407651,-0.106324
2.800,0.028,4991.625488,30.566999,-0.408345,-0.209035
2.850,0.028,4995.270508,30.117001,-0.426190,-0.313238
2.900,0.029,4888.766602,29.445000,-0.473983,-0.355422
2.950,0.029,4804.347168,28.695000,-0.532298,-0.375816
3.000,0.029,4858.221191,28.056000,-0.572692,-0.333957
3.050,0.030,4956.118652,27.456001,-0.606788,-0.270225
3.100,0.030,5175.022949,27.041000,-0.614239,-0.175366
3.150,0.030,5478.283691,26.691000,-0.612327,-0.069570
3.200,0.031,5428.343750,26.674000,-0.579759,0.014059
3.250,0.031,5012.356934,26.774000,-0.536422,0.089901
3.300,0.032,4661.831055,27.022001,-0.442149,0.111978
3.350,0.032,4491.003906,27.322001,-0.329980,0.115164
3.400,0.032,4417.259766,27.511000,-0.176073,0.092412
3.450,0.033,4777.782715,27.661001,-0.007501,0.060546
3.500,0.033,5218.847168,27.737000,0.166023,0.040706
3.550,0.034,5438.150879,27.786999,0.341286,0.025092
3.600,0.034,5112.924805,27.837000,0.481179,0.014193
3.650,0.034,4476.208496,27.886999,0.608643,0.004952
3.700,0.035,4113.736816,27.789000,0.685880,-0.029756
3.750,0.035,4152.057129,27.639000,0.745470,-0.073413
3.800,0.035,4461.113770,27.489000,0.766151,-0.129803
3.850,0.036,4600.437988,27.339001,0.773162,-0.190668
3.900,0.036,4617.298340,26.930000,0.759893,-0.222763
3.950,0.037,4581.315918,26.430000,0.739498,-0.244751
4.000,0.037,4542.513184,26.004002,0.702597,-0.234904
4.050,0.037,4523.301270,25.604000,0.659897,-0.213873
4.100,0.038,4480.136230,25.278000,0.628987,-0.197085
4.150,0.038,4415.889648,24.977999,0.602219,-0.181790
4.200,0.038,4346.528320,24.677999,0.602098,-0.182529
4.250,0.039,4275.092773,24.378000,0.611339,-0.188902
4.300,0.039,4301.038086,24.041000,0.616100,-0.181363
4.350,0.039,4385.759766,23.691000,0.619287,-0.168935
