Time,Distance,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,3293.739014,22.648001,0.394911,0.233031
0.050,0.000,3178.395508,23.039999,0.441512,0.244554
0.100,0.000,3379.145752,23.539999,0.484212,0.243916
0.150,0.000,3474.761963,24.039999,0.515581,0.234356
0.200,0.001,3373.485596,24.539999,0.517812,0.201853
0.250,0.001,3286.868164,24.927999,0.506034,0.165691
0.300,0.001,3418.686523,25.028000,0.458235,0.120123
0.350,0.001,3478.746094,25.128000,0.412577,0.076428
0.400,0.001,3449.527832,25.228001,0.372426,0.037551
0.450,0.002,3510.724365,25.286001,0.345480,0.002333
0.500,0.002,3504.126465,25.236000,0.352491,-0.023479
0.550,0.002,3562.922363,25.186001,0.348259,-0.044651
0.600,0.002,3715.917725,25.136000,0.315118,-0.053892
0.650,0.002,3767.503662,25.072001,0.258868,-0.059564
0.700,0.002,3721.105469,24.972000,0.143194,-0.056059
0.750,0.003,3762.808105,24.872000,0.034747,-0.046665
0.800,0.003,3916.109131,24.772001,-0.055116,-0.022128
0.850,0.003,4047.229004,24.728001,-0.109466,0.008387
0.900,0.003,4090.168457,24.827999,-0.072502,0.054275
0.950,0.003,4118.309082,24.955999,-0.017870,0.104355
1.000,0.003,4199.406250,25.156000,0.082189,0.165220
1.050,0.004,4274.437500,25.454000,0.163779,0.227422
1.100,0.004,4347.712402,26.004000,0.197876,0.293067
1.150,0.004,4463.474609,26.582001,0.217161,0.358711
1.200,0.004,4544.012695,27.232000,0.198360,0.424355
1.250,0.004,4621.186035,27.966002,0.188482,0.488393
1.300,0.005,4721.079102,28.916000,0.201547,0.548302
1.350,0.005,4841.111328,29.894001,0.221393,0.598127
1.400,0.005,4953.368652,30.944000,0.258677,0.622027
1.450,0.005,5013.973633,32.049999,0.278115,0.622104
1.500,0.006,5149.303223,33.299999,0.251666,0.560921
1.550,0.006,5261.122070,34.396000,0.212726,0.480911
1.600,0.006,5272.821289,35.096001,0.141664,0.352491
1.650,0.006,5222.811523,35.642002,0.088180,0.231476
1.700,0.006,5276.778320,35.792004,0.079895,0.129504
1.750,0.007,5385.250977,35.886002,0.088027,0.055282
1.800,0.007,5318.474121,35.835999,0.138376,0.052414
1.850,0.007,5157.530762,35.855999,0.160440,0.061502
1.900,0.007,4957.060059,36.056000,0.109773,0.101334
1.950,0.008,4838.098145,36.284000,0.041617,0.121805
2.000,0.008,5001.489258,36.584000,-0.071507,0.092488
2.050,0.008,5279.259277,36.750999,-0.153047,0.042561
2.100,0.009,5164.048828,36.576000,-0.153365,-0.060367
2.150,0.009,4971.419922,36.401001,-0.128255,-0.161867
2.200,0.009,4757.853027,36.226002,-0.037755,-0.259696
2.250,0.009,4614.168945,35.890003,0.029636,-0.331114
2.300,0.010,4768.554199,35.140003,0.037602,-0.334620
2.350,0.010,4920.139648,34.432003,0.018087,-0.319120
2.400,0.010,4833.409180,33.832001,-0.072094,-0.254750
2.450,0.010,4700.367188,33.344002,-0.156921,-0.195288
2.500,0.010,4569.466797,33.144001,-0.227983,-0.148445
2.550,0.011,4438.819336,32.972000,-0.281467,-0.111863
2.600,0.011,4414.502930,32.871998,-0.289752,-0.101666
2.650,0.011,4609.652832,32.743999,-0.291256,-0.090487
2.700,0.011,4645.808105,32.544003,-0.275323,-0.076784
2.750,0.012,4569.240723,32.344002,-0.257873,-0.061476
2.800,0.012,4483.182129,32.144001,-0.236523,-0.042038
2.850,0.012,4402.451172,32.028000,-0.212764,-0.031611
2.900,0.012,4276.731934,32.128002,-0.182809,-0.044358
2.950,0.012,4239.346191,32.158001,-0.159726,-0.064420
3.000,0.013,4356.146484,32.007999,-0.154308,-0.103297
3.050,0.013,4420.668457,31.802000,-0.163256,-0.139765
3.100,0.013,4387.406250,31.452000,-0.209144,-0.170038
3.150,0.013,4326.322754,31.102001,-0.262615,-0.193708
3.200,0.014,4259.458984,30.752001,-0.335588,-0.200400
3.250,0.014,4196.433105,30.416000,-0.396606,-0.204861
3.300,0.014,4161.794434,30.115999,-0.426879,-0.203586
3.350,0.014,4158.242188,29.788000,-0.451173,-0.202579
3.400,0.014,4165.764648,29.388000,-0.460096,-0.202261
3.450,0.015,4161.049316,29.002001,-0.481956,-0.195785
3.500,0.015,4143.656738,28.652000,-0.537084,-0.173479
3.550,0.015,4063.205078,28.344000,-0.593730,-0.139752
3.600,0.015,4013.886963,28.143999,-0.654275,-0.076657
3.650,0.015,4117.478027,28.028000,-0.668245,-0.015436
3.700,0.016,4074.385254,28.128000,-0.562450,0.040967
3.750,0.016,3998.050781,28.228001,-0.413559,0.079793
3.800,0.016,3967.209473,28.327999,-0.153850,0.073420
3.850,0.016,4004.196289,28.441999,0.101398,0.057410
3.900,0.016,3984.821777,28.592001,0.345174,0.016622
3.950,0.017,3905.853271,28.672001,0.553438,-0.023721
4.000,0.017,3821.869629,28.572001,0.670387,-0.062916
4.050,0.017,3814.354004,28.444000,0.758516,-0.102201
4.100,0.017,3857.592773,28.243999,0.772537,-0.141715
4.150,0.017,3763.625977,27.988001,0.777279,-0.181497
4.200,0.018,3652.579102,27.588001,0.758159,-0.221967
4.250,0.018,3626.447021,27.160002,0.744125,-0.257262
4.300,0.018,3711.634277,26.660002,0.743169,-0.279249
4.350,0.018,3663.999023,26.146002,0.735878,-0.292047
4.400,0.018,3535.486572,25.596001,0.712297,-0.281212
4.450,0.018,3475.433838,25.074001,0.667035,-0.267076
4.500,0.019,3568.110352,24.624001,0.566019,-0.244451
4.550,0.019,3645.043457,24.216002,0.459918,-0.222005
4.600,0.019,3614.242188,23.916000,0.340738,-0.200017
4.650,0.019,3579.676270,23.588001,0.252431,-0.166609
4.700,0.019,3590.151855,23.188000,0.243508,-0.103832
4.750,0.019,3588.928223,22.927999,0.253234,-0.035524
4.800,0.020,3603.547363,23.028000,0.310912,0.047009
4.850,0.020,3562.297119,23.184000,0.340305,0.111519
4.900,0.020,3453.072754,23.484001,0.296967,0.129683
4.950,0.020,3311.324463,23.770000,0.225612,0.126343
5.000,0.020,3282.319092,24.020000,0.082215,0.067709
5.050,0.020,3273.393311,24.172001,-0.066982,0.009611
5.100,0.021,3238.508057,24.072001,-0.231093,-0.047111
5.150,0.021,3237.111572,23.944000,-0.384407,-0.087683
5.200,0.021,3271.916504,23.743999,-0.509960,-0.086727
