Time,Distance,RPM,GPS_Speed,GPS_LatAcc,GPS_LonAcc
0.000,0.000,4416.355469,29.895000,0.324601,0.385663
0.050,0.000,4571.798340,30.576000,0.337533,0.367002
0.100,0.001,4647.337891,31.176001,0.371629,0.333543
0.150,0.001,4686.546387,31.753000,0.438268,0.301403
0.200,0.002,4735.531738,32.303001,0.543107,0.270811
0.250,0.002,4762.145996,32.761002,0.642670,0.260448
0.300,0.003,4854.177246,33.111000,0.736038,0.273832
0.350,0.003,5096.490234,33.576000,0.775023,0.301288
0.400,0.004,5219.934570,34.175999,0.750167,0.345263
0.450,0.004,5144.145508,34.821999,0.676352,0.372088
0.500,0.005,5151.232422,35.521999,0.545064,0.378780
0.550,0.005,5420.322754,36.222000,0.422864,0.361725
0.600,0.006,5756.758301,36.922001,0.311332,0.316794
0.650,0.006,5944.236328,37.460999,0.236593,0.266293
0.700,0.007,6043.763672,37.811001,0.205046,0.209252
0.750,0.007,6126.224121,38.069000,0.199884,0.173906
0.800,0.008,6169.389648,38.218998,0.225695,0.164028
0.850,0.008,6179.196289,38.460999,0.272761,0.190795
0.900,0.009,6166.635742,38.811001,0.344779,0.260582
0.950,0.009,6136.995605,39.345001,0.428670,0.335646
1.000,0.010,6115.615234,40.095001,0.526499,0.416905
1.050,0.011,6111.727539,40.959999,0.587535,0.443781
1.100,0.011,6094.092285,41.959999,0.605380,0.406816
1.150,0.012,6104.721191,42.683998,0.568110,0.304328
1.200,0.012,6141.980469,43.084000,0.466138,0.124922
1.250,0.013,6023.939941,43.116001,0.355518,-0.067970
1.300,0.014,5739.003418,42.716000,0.234745,-0.276693
1.350,0.014,5451.449707,41.948002,0.145635,-0.448477
1.400,0.015,5391.702637,40.748001,0.093693,-0.576898
1.450,0.015,5320.552734,39.594002,0.065498,-0.650789
1.500,0.016,5179.791992,38.494003,0.065179,-0.660668
1.550,0.016,5224.008301,37.440002,0.048296,-0.642842
1.600,0.017,5153.084473,36.440002,0.011969,-0.592493
1.650,0.017,5021.735352,35.486000,-0.039896,-0.532324
1.700,0.018,4983.198730,34.586002,-0.110002,-0.460625
1.750,0.018,4898.696289,33.778004,-0.161344,-0.371629
1.800,0.019,4805.940430,33.078003,-0.190661,-0.262328
1.850,0.019,4803.472656,32.734501,-0.197258,-0.152001
1.900,0.020,4751.348145,32.809498,-0.177182,-0.040470
1.950,0.020,4627.391113,32.884499,-0.166341,0.037494
2.000,0.021,4635.618652,32.959499,-0.166341,0.076052
2.050,0.021,4704.308105,33.069000,-0.189062,0.086026
2.100,0.021,4663.732910,33.218998,-0.238454,0.062445
2.150,0.022,4572.276855,33.277000,-0.302212,0.031681
2.200,0.022,4471.007324,33.227001,-0.382833,-0.007514
2.250,0.023,4406.275391,33.177002,-0.447623,-0.039820
2.300,0.023,4443.388672,33.127003,-0.493829,-0.064038
2.350,0.024,4561.745117,33.031002,-0.497233,-0.084299
2.400,0.024,4577.581055,32.881001,-0.450389,-0.099913
2.450,0.025,4520.863770,32.684998,-0.382438,-0.115967
2.500,0.025,4466.135254,32.434998,-0.289708,-0.132537
2.550,0.026,4391.446777,32.185001,-0.229372,-0.145883
2.600,0.026,4313.153809,31.935001,-0.207066,-0.155443
2.650,0.026,4240.363770,31.662001,-0.223018,-0.162071
2.700,0.027,4161.169434,31.362001,-0.283882,-0.165258
2.750,0.027,4108.199707,31.085001,-0.345626,-0.165513
2.800,0.028,4158.894531,30.835001,-0.408403,-0.162326
2.850,0.028,4255.587891,30.562000,-0.446992,-0.157380
2.900,0.029,4300.968262,30.262001,-0.457190,-0.150370
2.950,0.029,4317.433105,29.985001,-0.454194,-0.149662
3.000,0.029,4334.912598,29.735001,-0.435712,-0.156354
3.050,0.030,4332.811035,29.485001,-0.429249,-0.172281
3.100,0.030,4133.044922,29.235001,-0.436897,-0.199048
3.150,0.031,3792.924072,28.870001,-0.442640,-0.215702
3.200,0.031,3537.974121,28.370001,-0.446145,-0.220482
3.250,0.031,3542.034668,27.893000,-0.400398,-0.202688
3.300,0.032,3874.110840,27.443001,-0.296833,-0.158394
